query,dish_name,label
gulab jamun,pantua,0
meetha gulab jamun,gulab jamun,1
meetha gulab jamun,double ka meetha,0
meetha gulab jamun,qubani ka meetha,0
meetha gulab jamun,petha,0
meetha gulab jamun,til pitha,0
meetha gulab jamun,paratha,0
meetha gulab jamun,dum aloo,0
meetha gulab jamun,zunka,0
sweet gulab jamun,gulab jamun,1
sweet gulab jamun,singori,0
sweet gulab jamun,basundi,0
sweet gulab jamun,rasabali,0
sweet gulab jamun,dhondas,0
sweet gulab jamun,chikki,0
sweet gulab jamun,modak,0
sweet gulab jamun,haq maas,0
gulab jamun dessert,gulab jamun,1
gulab jamun dessert,singori,0
gulab jamun dessert,dhondas,0
gulab jamun dessert,chikki,0
gulab jamun dessert,modak,0
gulab jamun dessert,misti doi,0
gulab jamun dessert,rasgulla,0
gulab jamun dessert,keerai poriyal,0
west bengal gulab jamun,gulab jamun,1
west bengal gulab jamun,misti doi,0
west bengal gulab jamun,imarti,0
west bengal gulab jamun,cheera doi,0
west bengal gulab jamun,pantua,0
west bengal gulab jamun,ledikeni,0
west bengal gulab jamun,rasgulla,0
west bengal gulab jamun,dosa,0
imarti dessert,imarti,1
imarti dessert,singori,0
imarti dessert,misti doi,0
imarti dessert,dhondas,0
imarti dessert,chikki,0
imarti dessert,modak,0
imarti dessert,mahim halwa,0
imarti dessert,aloo tikki,0
sugar syrup imarti,imarti,1
sugar syrup imarti,lyangcha,0
sugar syrup imarti,qubani ka meetha,0
sugar syrup imarti,kulfi falooda,0
sugar syrup imarti,bandar laddu,0
sugar syrup imarti,shrikhand,0
sugar syrup imarti,sandesh,0
sugar syrup imarti,kadai paneer,0
meetha imarti,imarti,1
meetha imarti,double ka meetha,0
meetha imarti,qubani ka meetha,0
meetha imarti,petha,0
meetha imarti,til pitha,0
meetha imarti,paratha,0
meetha imarti,gheela pitha,0
meetha imarti,dalithoy,0
sweet imarti,imarti,1
sweet imarti,singori,0
sweet imarti,rasabali,0
sweet imarti,dhondas,0
sweet imarti,chikki,0
sweet imarti,modak,0
sweet imarti,mahim halwa,0
sweet imarti,mushroom matar,0
imarti,imarti,1
imarti,undhiyu,0
imarti,pork bharta,0
imarti,chicken tikka,0
imarti,dahi vada,0
imarti,theeyal,0
imarti,puli sadam,0
imarti,khorisa,0
west bengal imarti,imarti,1
west bengal imarti,misti doi,0
west bengal imarti,pantua,0
west bengal imarti,cheera doi,0
west bengal imarti,ledikeni,0
west bengal imarti,rasgulla,0
west bengal imarti,kalakand,0
west bengal imarti,bombil fry,0
sweet jalebi,jalebi,1
sweet jalebi,chhena jalebi,0
sweet jalebi,modak,0
sweet jalebi,singori,0
sweet jalebi,rasabali,0
sweet jalebi,misti doi,0
sweet jalebi,chikki,0
sweet jalebi,pattor,0
maida jalebi,jalebi,1
maida jalebi,chhena jalebi,0
maida jalebi,sutar feni,0
maida jalebi,luchi,0
maida jalebi,balu shahi,0
maida jalebi,shankarpali,0
maida jalebi,obbattu holige,0
maida jalebi,pani puri,0
jalebi,jalebi,1
jalebi,chhena jalebi,0
jalebi,bebinca,0
jalebi,vegetable jalfrezi,0
jalebi,bengena pitika,0
jalebi,shukto,0
jalebi,ghevar,0
jalebi,gajar ka halwa,0
uttar pradesh jalebi,jalebi,1
uttar pradesh jalebi,petha,0
uttar pradesh jalebi,rabri,0
uttar pradesh jalebi,kofta,0
uttar pradesh jalebi,sohan halwa,0
uttar pradesh jalebi,kachori,0
uttar pradesh jalebi,panjeeri,0
uttar pradesh jalebi,chhena kheeri,0
meetha jalebi,jalebi,1
meetha jalebi,chhena jalebi,0
meetha jalebi,double ka meetha,0
meetha jalebi,qubani ka meetha,0
meetha jalebi,petha,0
meetha jalebi,unni appam,0
meetha jalebi,gheela pitha,0
meetha jalebi,aloo methi,0
jalebi dessert,jalebi,1
jalebi dessert,chhena jalebi,0
jalebi dessert,misti doi,0
jalebi dessert,singori,0
jalebi dessert,dhondas,0
jalebi dessert,modak,0
jalebi dessert,chikki,0
jalebi dessert,bajri no rotlo,0
sweet kaju katli,kaju katli,1
sweet kaju katli,singori,0
sweet kaju katli,dharwad pedha,0
sweet kaju katli,rasabali,0
sweet kaju katli,dhondas,0
sweet kaju katli,mahim halwa,0
sweet kaju katli,chikki,0
sweet kaju katli,dosa,0
kaju katli,kaju katli,1
kaju katli,dum aloo,0
kaju katli,shufta,0
kaju katli,kajjikaya,0
kaju katli,kuzhakkattai,0
kaju katli,sattu ki roti,0
kaju katli,dharwad pedha,0
kaju katli,mushroom do pyaza,0
cashews kaju katli,kaju katli,1
cashews kaju katli,kansar,0
cashews kaju katli,pongal,0
cashews kaju katli,gajar ka halwa,0
cashews kaju katli,coconut vadi,0
cashews kaju katli,bandar laddu,0
cashews kaju katli,dum aloo,0
cashews kaju katli,sheer korma,0
kaju katli dessert,kaju katli,1
kaju katli dessert,singori,0
kaju katli dessert,misti doi,0
kaju katli dessert,dhondas,0
kaju katli dessert,chikki,0
kaju katli dessert,modak,0
kaju katli dessert,mahim halwa,0
kaju katli dessert,chole bhature,0
meetha kaju katli,kaju katli,1
meetha kaju katli,double ka meetha,0
meetha kaju katli,qubani ka meetha,0
meetha kaju katli,petha,0
meetha kaju katli,dum aloo,0
meetha kaju katli,bhindi masala,0
meetha kaju katli,tandoori chicken,0
meetha kaju katli,mahim halwa,0
kalakand,kalakand,1
kalakand,palak paneer,0
kalakand,attu,0
kalakand,amti,0
kalakand,makki di roti sarson da saag,0
kalakand,pani puri,0
kalakand,sandige,0
kalakand,sukhdi,0
sweet kalakand,kalakand,1
sweet kalakand,singori,0
sweet kalakand,dharwad pedha,0
sweet kalakand,palathalikalu,0
sweet kalakand,rasabali,0
sweet kalakand,dhondas,0
sweet kalakand,kuzhi paniyaram,0
sweet kalakand,ras malai,0
kalakand dessert,kalakand,1
kalakand dessert,singori,0
kalakand dessert,palathalikalu,0
kalakand dessert,dhondas,0
kalakand dessert,shrikhand,0
kalakand dessert,chikki,0
kalakand dessert,modak,0
kalakand dessert,karela bharta,0
milk kalakand,kalakand,1
milk kalakand,dharwad pedha,0
milk kalakand,palathalikalu,0
milk kalakand,gulab jamun,0
milk kalakand,misti doi,0
milk kalakand,rasabali,0
milk kalakand,sheer korma,0
milk kalakand,paratha,0
west bengal kalakand,kalakand,1
west bengal kalakand,misti doi,0
west bengal kalakand,imarti,0
west bengal kalakand,cheera doi,0
west bengal kalakand,pantua,0
west bengal kalakand,ledikeni,0
west bengal kalakand,rasgulla,0
west bengal kalakand,sabudana khichadi,0
meetha kalakand,kalakand,1
meetha kalakand,double ka meetha,0
meetha kalakand,qubani ka meetha,0
meetha kalakand,petha,0
meetha kalakand,attu,0
meetha kalakand,amti,0
meetha kalakand,pani puri,0
meetha kalakand,chakali,0
milk kheer,kheer,1
milk kheer,chak hao kheer,0
milk kheer,kheer sagar,0
milk kheer,dharwad pedha,0
milk kheer,chhena kheeri,0
milk kheer,sheera,0
milk kheer,sheer korma,0
milk kheer,papad,0
sweet kheer,kheer,1
sweet kheer,chak hao kheer,0
sweet kheer,kheer sagar,0
sweet kheer,chhena kheeri,0
sweet kheer,singori,0
sweet kheer,sheera,0
sweet kheer,cheera doi,0
sweet kheer,bhakri,0
meetha kheer,kheer,1
meetha kheer,double ka meetha,0
meetha kheer,qubani ka meetha,0
meetha kheer,chak hao kheer,0
meetha kheer,kheer sagar,0
meetha kheer,chhena kheeri,0
meetha kheer,petha,0
meetha kheer,nankhatai,0
kheer,kheer,1
kheer,chak hao kheer,0
kheer,kheer sagar,0
kheer,chhena kheeri,0
kheer,sheera,0
kheer,cheera doi,0
kheer,sheer korma,0
kheer,kuzhakkattai,0
kheer dessert,kheer,1
kheer dessert,chak hao kheer,0
kheer dessert,kheer sagar,0
kheer dessert,sheer korma,0
kheer dessert,chhena kheeri,0
kheer dessert,cheera doi,0
kheer dessert,sheera,0
kheer dessert,ghooghra,0
meetha laddu,laddu,1
meetha laddu,double ka meetha,0
meetha laddu,qubani ka meetha,0
meetha laddu,bandar laddu,0
meetha laddu,bhindi masala,0
meetha laddu,churma ladoo,0
meetha laddu,petha,0
meetha laddu,idiappam,0
gram flour laddu,laddu,1
gram flour laddu,khakhra,0
gram flour laddu,kombdi vade,0
gram flour laddu,dhokla,0
gram flour laddu,daal dhokli,0
gram flour laddu,boondi,0
gram flour laddu,litti chokha,0
gram flour laddu,misti doi,0
sweet laddu,laddu,1
sweet laddu,bandar laddu,0
sweet laddu,singori,0
sweet laddu,rasabali,0
sweet laddu,churma ladoo,0
sweet laddu,dhondas,0
sweet laddu,misti doi,0
sweet laddu,dum aloo,0
laddu,laddu,1
laddu,bandar laddu,0
laddu,bhindi masala,0
laddu,churma ladoo,0
laddu,gulab jamun,0
laddu,imarti,0
laddu,jalebi,0
laddu,papadum,0
laddu dessert,laddu,1
laddu dessert,bandar laddu,0
laddu dessert,singori,0
laddu dessert,dhondas,0
laddu dessert,misti doi,0
laddu dessert,modak,0
laddu dessert,chikki,0
laddu dessert,navrattan korma,0
lassi dessert,lassi,1
lassi dessert,singori,0
lassi dessert,misti doi,0
lassi dessert,dhondas,0
lassi dessert,hando guri,0
lassi dessert,chikki,0
lassi dessert,modak,0
lassi dessert,pork bharta,0
meetha lassi,lassi,1
meetha lassi,double ka meetha,0
meetha lassi,qubani ka meetha,0
meetha lassi,petha,0
meetha lassi,bhindi masala,0
meetha lassi,churma ladoo,0
meetha lassi,pani pitha,0
meetha lassi,daal dhokli,0
punjab lassi,lassi,1
punjab lassi,paratha,0
punjab lassi,aloo tikki,0
punjab lassi,naan,0
punjab lassi,aloo gobi,0
punjab lassi,misi roti,0
punjab lassi,makki di roti sarson da saag,0
punjab lassi,patra,0
sweet lassi,lassi,1
sweet lassi,singori,0
sweet lassi,rasabali,0
sweet lassi,dhondas,0
sweet lassi,hando guri,0
sweet lassi,pithe,0
sweet lassi,chikki,0
sweet lassi,kajjikaya,0
yogurt lassi,lassi,1
yogurt lassi,balu shahi,0
yogurt lassi,bhatura,0
yogurt lassi,gatta curry,0
yogurt lassi,khaman,0
yogurt lassi,surnoli,0
yogurt lassi,paniyaram,0
yogurt lassi,dahi vada,0
lassi,lassi,1
lassi,pithe,0
lassi,hando guri,0
lassi,kumol sawul,0
lassi,til pitha,0
lassi,lyangcha,0
lassi,khorisa,0
lassi,kumol sawul,0
nankhatai,nankhatai,1
nankhatai,chole bhature,0
nankhatai,shankarpali,0
nankhatai,sev khamani,0
nankhatai,bhatura,0
nankhatai,unni appam,0
nankhatai,avial,0
nankhatai,sandesh,0
refined flour nankhatai,nankhatai,1
refined flour nankhatai,malapua,0
refined flour nankhatai,thalipeeth,0
refined flour nankhatai,kombdi vade,0
refined flour nankhatai,thepla,0
refined flour nankhatai,pithe,0
refined flour nankhatai,khakhra,0
refined flour nankhatai,laapsi,0
nankhatai dessert,nankhatai,1
nankhatai dessert,singori,0
nankhatai dessert,misti doi,0
nankhatai dessert,dhondas,0
nankhatai dessert,chikki,0
nankhatai dessert,modak,0
nankhatai dessert,mahim halwa,0
nankhatai dessert,chhena poda,0
sweet nankhatai,nankhatai,1
sweet nankhatai,singori,0
sweet nankhatai,rasabali,0
sweet nankhatai,dhondas,0
sweet nankhatai,chikki,0
sweet nankhatai,mahim halwa,0
sweet nankhatai,modak,0
sweet nankhatai,modak,0
meetha nankhatai,nankhatai,1
meetha nankhatai,double ka meetha,0
meetha nankhatai,qubani ka meetha,0
meetha nankhatai,petha,0
meetha nankhatai,til pitha,0
meetha nankhatai,paratha,0
meetha nankhatai,gheela pitha,0
meetha nankhatai,kachori,0
petha dessert,petha,1
petha dessert,double ka meetha,0
petha dessert,singori,0
petha dessert,qubani ka meetha,0
petha dessert,dhondas,0
petha dessert,rasabali,0
petha dessert,phirni,0
petha dessert,bengena pitika,0
sweet petha,petha,1
sweet petha,singori,0
sweet petha,double ka meetha,0
sweet petha,rasabali,0
sweet petha,qubani ka meetha,0
sweet petha,chikki,0
sweet petha,dhondas,0
sweet petha,idiappam,0
meetha petha,petha,1
meetha petha,double ka meetha,0
meetha petha,qubani ka meetha,0
meetha petha,thalipeeth,0
meetha petha,gheela pitha,0
meetha petha,til pitha,0
meetha petha,paratha,0
meetha petha,pakhala,0
firm white pumpkin petha,petha,1
firm white pumpkin petha,masor koni,0
firm white pumpkin petha,shahi tukra,0
firm white pumpkin petha,farsi puri,0
firm white pumpkin petha,pani pitha,0
firm white pumpkin petha,fara,0
firm white pumpkin petha,khandvi,0
firm white pumpkin petha,puttu,0
petha,petha,1
petha,double ka meetha,0
petha,qubani ka meetha,0
petha,shufta,0
petha,thalipeeth,0
petha,thepla,0
petha,palathalikalu,0
petha,turiya patra vatana sabji,0
uttar pradesh petha,petha,1
uttar pradesh petha,rabri,0
uttar pradesh petha,kofta,0
uttar pradesh petha,sohan halwa,0
uttar pradesh petha,kachori,0
uttar pradesh petha,panjeeri,0
uttar pradesh petha,lauki ke kofte,0
uttar pradesh petha,laddu,0
phirni,phirni,1
phirni,adhirasam,0
phirni,gajar ka halwa,0
phirni,balu shahi,0
phirni,gulab jamun,0
phirni,imarti,0
phirni,jalebi,0
phirni,gavvalu,0
odisha phirni,phirni,1
odisha phirni,rasabali,0
odisha phirni,chhena poda,0
odisha phirni,chhena kheeri,0
odisha phirni,chhena jalebi,0
odisha phirni,pakhala,0
odisha phirni,kheer sagar,0
odisha phirni,bombil fry,0
rice phirni,phirni,1
rice phirni,gheela pitha,0
rice phirni,surnoli,0
rice phirni,black rice,0
rice phirni,brown rice,0
rice phirni,sevai,0
rice phirni,modak,0
rice phirni,laddu,0
meetha phirni,phirni,1
meetha phirni,double ka meetha,0
meetha phirni,qubani ka meetha,0
meetha phirni,petha,0
meetha phirni,gheela pitha,0
meetha phirni,til pitha,0
meetha phirni,paratha,0
meetha phirni,alu pitika,0
phirni dessert,phirni,1
phirni dessert,singori,0
phirni dessert,misti doi,0
phirni dessert,sutar feni,0
phirni dessert,dhondas,0
phirni dessert,ledikeni,0
phirni dessert,chikki,0
phirni dessert,goja,0
sweet phirni,phirni,1
sweet phirni,singori,0
sweet phirni,rasabali,0
sweet phirni,lassi,0
sweet phirni,dhondas,0
sweet phirni,chikki,0
sweet phirni,modak,0
sweet phirni,vada,0
uttar pradesh rabri,rabri,1
uttar pradesh rabri,petha,0
uttar pradesh rabri,kofta,0
uttar pradesh rabri,sohan halwa,0
uttar pradesh rabri,kachori,0
uttar pradesh rabri,panjeeri,0
uttar pradesh rabri,lauki ke kofte,0
uttar pradesh rabri,chhena poda,0
meetha rabri,rabri,1
meetha rabri,double ka meetha,0
meetha rabri,qubani ka meetha,0
meetha rabri,petha,0
meetha rabri,dhokla,0
meetha rabri,methi na gota,0
meetha rabri,til pitha,0
meetha rabri,laddu,0
rabri dessert,rabri,1
rabri dessert,singori,0
rabri dessert,misti doi,0
rabri dessert,dhondas,0
rabri dessert,chikki,0
rabri dessert,modak,0
rabri dessert,hando guri,0
rabri dessert,patra,0
condensed milk rabri,rabri,1
condensed milk rabri,coconut vadi,0
condensed milk rabri,copra paak,0
condensed milk rabri,kheer sagar,0
condensed milk rabri,dharwad pedha,0
condensed milk rabri,rasabali,0
condensed milk rabri,lyangcha,0
condensed milk rabri,mahim halwa,0
sweet rabri,rabri,1
sweet rabri,singori,0
sweet rabri,boondi,0
sweet rabri,dhondas,0
sweet rabri,rasabali,0
sweet rabri,halvasan,0
sweet rabri,hando guri,0
sweet rabri,pakhala,0
rabri,rabri,1
rabri,bengena pitika,0
rabri,koshambri,0
rabri,shukto,0
rabri,gulab jamun,0
rabri,balu shahi,0
rabri,gajar ka halwa,0
rabri,sandige,0
maharashtra sheera,sheera,1
maharashtra sheera,dhondas,0
maharashtra sheera,mahim halwa,0
maharashtra sheera,sutar feni,0
maharashtra sheera,modak,0
maharashtra sheera,chikki,0
maharashtra sheera,koshimbir,0
maharashtra sheera,copra paak,0
sweet sheera,sheera,1
sweet sheera,sheer korma,0
sweet sheera,cheera doi,0
sweet sheera,singori,0
sweet sheera,rasabali,0
sweet sheera,dhondas,0
sweet sheera,sutar feni,0
sweet sheera,koldil duck,0
sheera dessert,sheera,1
sheera dessert,cheera doi,0
sheera dessert,sheer korma,0
sheera dessert,singori,0
sheera dessert,dhondas,0
sheera dessert,sutar feni,0
sheera dessert,chikki,0
sheera dessert,nankhatai,0
sheera,sheera,1
sheera,sheer korma,0
sheera,cheera doi,0
sheera,chak hao kheer,0
sheera,kheer,0
sheera,keerai masiyal,0
sheera,chhena kheeri,0
sheera,chapati,0
meetha sheera,sheera,1
meetha sheera,double ka meetha,0
meetha sheera,qubani ka meetha,0
meetha sheera,sheer korma,0
meetha sheera,cheera doi,0
meetha sheera,petha,0
meetha sheera,gheela pitha,0
meetha sheera,surnoli,0
semolina sheera,sheera,1
semolina sheera,mahim halwa,0
semolina sheera,shankarpali,0
semolina sheera,gavvalu,0
semolina sheera,ghooghra,0
semolina sheera,khaman,0
semolina sheera,panjeeri,0
semolina sheera,dal tadka,0
meetha singori,singori,1
meetha singori,double ka meetha,0
meetha singori,qubani ka meetha,0
meetha singori,petha,0
meetha singori,paratha,0
meetha singori,gheela pitha,0
meetha singori,til pitha,0
meetha singori,payasam,0
sweet singori,singori,1
sweet singori,rasabali,0
sweet singori,cheera doi,0
sweet singori,hando guri,0
sweet singori,dhondas,0
sweet singori,chikki,0
sweet singori,modak,0
sweet singori,chole bhature,0
singori,singori,1
singori,keri no ras,0
singori,cheera doi,0
singori,chorafali,0
singori,khorisa,0
singori,hando guri,0
singori,mishti chholar dal,0
singori,sohan halwa,0
singori dessert,singori,1
singori dessert,misti doi,0
singori dessert,hando guri,0
singori dessert,dhondas,0
singori dessert,cheera doi,0
singori dessert,chikki,0
singori dessert,modak,0
singori dessert,sohan halwa,0
khoa singori,singori,1
khoa singori,khorisa,0
khoa singori,keri no ras,0
khoa singori,cheera doi,0
khoa singori,vindaloo,0
khoa singori,chorafali,0
khoa singori,pinaca,0
khoa singori,bhakri,0
uttarakhand singori,singori,1
uttarakhand singori,shrikhand,0
uttarakhand singori,dal makhani,0
uttarakhand singori,khandvi,0
uttarakhand singori,kachori,0
uttarakhand singori,sohan halwa,0
uttarakhand singori,rabri,0
uttarakhand singori,undhiyu,0
sohan halwa,sohan halwa,1
sohan halwa,mahim halwa,0
sohan halwa,sohan papdi,0
sohan halwa,gajar ka halwa,0
sohan halwa,dudhi halwa,0
sohan halwa,mohanthal,0
sohan halwa,boondi,0
sohan halwa,fara,0
meetha sohan halwa,sohan halwa,1
meetha sohan halwa,mahim halwa,0
meetha sohan halwa,double ka meetha,0
meetha sohan halwa,qubani ka meetha,0
meetha sohan halwa,sohan papdi,0
meetha sohan halwa,gajar ka halwa,0
meetha sohan halwa,dudhi halwa,0
meetha sohan halwa,kadhi pakoda,0
uttar pradesh sohan halwa,sohan halwa,1
uttar pradesh sohan halwa,petha,0
uttar pradesh sohan halwa,rabri,0
uttar pradesh sohan halwa,kofta,0
uttar pradesh sohan halwa,kachori,0
uttar pradesh sohan halwa,panjeeri,0
uttar pradesh sohan halwa,lauki ke kofte,0
uttar pradesh sohan halwa,paratha,0
sweet sohan halwa,sohan halwa,1
sweet sohan halwa,mahim halwa,0
sweet sohan halwa,sohan papdi,0
sweet sohan halwa,gajar ka halwa,0
sweet sohan halwa,dudhi halwa,0
sweet sohan halwa,singori,0
sweet sohan halwa,mohanthal,0
sweet sohan halwa,pongal,0
sohan halwa dessert,sohan halwa,1
sohan halwa dessert,mahim halwa,0
sohan halwa dessert,gajar ka halwa,0
sohan halwa dessert,sohan papdi,0
sohan halwa dessert,dudhi halwa,0
sohan halwa dessert,singori,0
sohan halwa dessert,mohanthal,0
sohan halwa dessert,rajma chaval,0
corn flour sohan halwa,sohan halwa,1
corn flour sohan halwa,kofta,0
corn flour sohan halwa,jalebi,0
corn flour sohan halwa,mahim halwa,0
corn flour sohan halwa,sohan papdi,0
corn flour sohan halwa,gajar ka halwa,0
corn flour sohan halwa,thalipeeth,0
corn flour sohan halwa,kootu,0
sweet sohan papdi,sohan papdi,1
sweet sohan papdi,undhiyu,0
sweet sohan papdi,gud papdi,0
sweet sohan papdi,sohan halwa,0
sweet sohan papdi,singori,0
sweet sohan papdi,rasabali,0
sweet sohan papdi,mohanthal,0
sweet sohan papdi,dum aloo,0
sohan papdi,sohan papdi,1
sohan papdi,undhiyu,0
sohan papdi,gud papdi,0
sohan papdi,sohan halwa,0
sohan papdi,khar,0
sohan papdi,mohanthal,0
sohan papdi,sev khamani,0
sohan papdi,double ka meetha,0
maharashtra sohan papdi,sohan papdi,1
maharashtra sohan papdi,undhiyu,0
maharashtra sohan papdi,mahim halwa,0
maharashtra sohan papdi,dhondas,0
maharashtra sohan papdi,gud papdi,0
maharashtra sohan papdi,sutar feni,0
maharashtra sohan papdi,modak,0
maharashtra sohan papdi,boondi,0
