query,dish_name,label
gajar ka halwa,mushroom do pyaza,0
sweet gajar ka halwa,gajar ka halwa,1
sweet gajar ka halwa,kalakand,0
sweet gajar ka halwa,shahi tukra,0
sweet gajar ka halwa,shufta,0
sweet gajar ka halwa,lyangcha,0
sweet gajar ka halwa,adhirasam,0
sweet gajar ka halwa,sohan halwa,0
sweet gajar ka halwa,jeera aloo,0
meetha gajar ka halwa,gajar ka halwa,1
meetha gajar ka halwa,chhena jalebi,0
meetha gajar ka halwa,cheera doi,0
meetha gajar ka halwa,pootharekulu,0
meetha gajar ka halwa,rasabali,0
meetha gajar ka halwa,coconut vadi,0
meetha gajar ka halwa,karela bharta,0
meetha gajar ka halwa,bebinca,0
punjab gajar ka halwa,gajar ka halwa,1
punjab gajar ka halwa,halvasan,0
punjab gajar ka halwa,boondi,0
punjab gajar ka halwa,anarsa,0
punjab gajar ka halwa,shahi tukra,0
punjab gajar ka halwa,churma ladoo,0
punjab gajar ka halwa,kumol sawul,0
punjab gajar ka halwa,unni appam,0
gajar ka halwa dessert,gajar ka halwa,1
gajar ka halwa dessert,qubani ka meetha,0
gajar ka halwa dessert,ghevar,0
gajar ka halwa dessert,kalakand,0
gajar ka halwa dessert,cheera doi,0
gajar ka halwa dessert,goja,0
gajar ka halwa dessert,bandar laddu,0
gajar ka halwa dessert,uttapam,0
carrots gajar ka halwa,gajar ka halwa,1
carrots gajar ka halwa,pongal,0
carrots gajar ka halwa,mahim halwa,0
carrots gajar ka halwa,unni appam,0
carrots gajar ka halwa,lassi,0
carrots gajar ka halwa,sandesh,0
carrots gajar ka halwa,koshambri,0
carrots gajar ka halwa,kulfi falooda,0
sweet ghevar,ghevar,1
sweet ghevar,ledikeni,0
sweet ghevar,goja,0
sweet ghevar,ariselu,0
sweet ghevar,hando guri,0
sweet ghevar,adhirasam,0
sweet ghevar,mysore pak,0
sweet ghevar,dosa,0
flour ghevar,ghevar,1
flour ghevar,phirni,0
flour ghevar,shrikhand,0
flour ghevar,ariselu,0
flour ghevar,sohan halwa,0
flour ghevar,goja,0
flour ghevar,thepla,0
flour ghevar,paniyaram,0
ghevar dessert,ghevar,1
ghevar dessert,balu shahi,0
ghevar dessert,boondi,0
ghevar dessert,basundi,0
ghevar dessert,ariselu,0
ghevar dessert,kheer sagar,0
ghevar dessert,shankarpali,0
ghevar dessert,sutar feni,0
meetha ghevar,ghevar,1
meetha ghevar,lassi,0
meetha ghevar,balu shahi,0
meetha ghevar,panjeeri,0
meetha ghevar,kheer sagar,0
meetha ghevar,rabri,0
meetha ghevar,jeera aloo,0
meetha ghevar,bhindi masala,0
rajasthan ghevar,ghevar,1
rajasthan ghevar,mihidana,0
rajasthan ghevar,chhena jalebi,0
rajasthan ghevar,gajar ka halwa,0
rajasthan ghevar,kakinada khaja,0
rajasthan ghevar,sohan papdi,0
rajasthan ghevar,idiappam,0
rajasthan ghevar,surnoli,0
ghevar,ghevar,1
ghevar,gajar ka halwa,0
ghevar,churma ladoo,0
ghevar,halvasan,0
ghevar,dharwad pedha,0
ghevar,pinaca,0
ghevar,masor koni,0
ghevar,pattor,0
milk powder gulab jamun,gulab jamun,1
milk powder gulab jamun,dhondas,0
milk powder gulab jamun,bebinca,0
milk powder gulab jamun,sheer korma,0
milk powder gulab jamun,pantua,0
milk powder gulab jamun,gajar ka halwa,0
milk powder gulab jamun,kos kootu,0
milk powder gulab jamun,laapsi,0
gulab jamun,gulab jamun,1
gulab jamun,sheera,0
gulab jamun,halvasan,0
gulab jamun,kulfi falooda,0
gulab jamun,phirni,0
gulab jamun,panjeeri,0
gulab jamun,kuzhi paniyaram,0
gulab jamun,singori,0
meetha gulab jamun,gulab jamun,1
meetha gulab jamun,sohan halwa,0
meetha gulab jamun,rabri,0
meetha gulab jamun,kheer sagar,0
meetha gulab jamun,basundi,0
meetha gulab jamun,jalebi,0
meetha gulab jamun,sabudana khichadi,0
meetha gulab jamun,kuzhambu,0
sweet gulab jamun,gulab jamun,1
sweet gulab jamun,qubani ka meetha,0
sweet gulab jamun,palathalikalu,0
sweet gulab jamun,unni appam,0
sweet gulab jamun,pithe,0
sweet gulab jamun,pantua,0
sweet gulab jamun,makki di roti sarson da saag,0
sweet gulab jamun,kulfi falooda,0
gulab jamun dessert,gulab jamun,1
gulab jamun dessert,ledikeni,0
gulab jamun dessert,dhondas,0
gulab jamun dessert,gavvalu,0
gulab jamun dessert,phirni,0
gulab jamun dessert,malapua,0
gulab jamun dessert,kabiraji,0
gulab jamun dessert,pattor,0
west bengal gulab jamun,gulab jamun,1
west bengal gulab jamun,cham cham,0
west bengal gulab jamun,til pitha,0
west bengal gulab jamun,kheer sagar,0
west bengal gulab jamun,chikki,0
west bengal gulab jamun,bandar laddu,0
west bengal gulab jamun,laddu,0
west bengal gulab jamun,khorisa,0
imarti dessert,imarti,1
imarti dessert,rasabali,0
imarti dessert,mysore pak,0
imarti dessert,kajjikaya,0
imarti dessert,shrikhand,0
imarti dessert,kheer sagar,0
imarti dessert,dalithoy,0
imarti dessert,lauki ke kofte,0
sugar syrup imarti,imarti,1
sugar syrup imarti,qubani ka meetha,0
sugar syrup imarti,sukhdi,0
sugar syrup imarti,coconut vadi,0
sugar syrup imarti,mahim halwa,0
sugar syrup imarti,sohan papdi,0
sugar syrup imarti,sheera,0
sugar syrup imarti,bhakri,0
meetha imarti,imarti,1
meetha imarti,singori,0
meetha imarti,ariselu,0
meetha imarti,halvasan,0
meetha imarti,sohan halwa,0
meetha imarti,rabri,0
meetha imarti,galho,0
meetha imarti,keerai masiyal,0
sweet imarti,imarti,1
sweet imarti,unni appam,0
sweet imarti,gavvalu,0
sweet imarti,poornalu,0
sweet imarti,shahi tukra,0
sweet imarti,phirni,0
sweet imarti,kabiraji,0
sweet imarti,kolim jawla,0
imarti,imarti,1
imarti,cham cham,0
imarti,shrikhand,0
imarti,ledikeni,0
imarti,balu shahi,0
imarti,gavvalu,0
imarti,paravannam,0
imarti,bora sawul,0
west bengal imarti,imarti,1
west bengal imarti,rasgulla,0
west bengal imarti,adhirasam,0
west bengal imarti,pootharekulu,0
west bengal imarti,rasabali,0
west bengal imarti,sandesh,0
west bengal imarti,mushroom do pyaza,0
west bengal imarti,kothamali sadam,0
sweet jalebi,jalebi,1
sweet jalebi,kulfi falooda,0
sweet jalebi,chhena jalebi,0
sweet jalebi,ariselu,0
sweet jalebi,chikki,0
sweet jalebi,coconut vadi,0
sweet jalebi,sohan papdi,0
sweet jalebi,shrikhand,0
maida jalebi,jalebi,1
maida jalebi,chikki,0
maida jalebi,goja,0
maida jalebi,gavvalu,0
maida jalebi,double ka meetha,0
maida jalebi,singori,0
maida jalebi,vindaloo,0
maida jalebi,dum aloo,0
jalebi,jalebi,1
jalebi,adhirasam,0
jalebi,payokh,0
jalebi,sheera,0
jalebi,shufta,0
jalebi,palathalikalu,0
jalebi,masor koni,0
jalebi,red rice,0
uttar pradesh jalebi,jalebi,1
uttar pradesh jalebi,singori,0
uttar pradesh jalebi,sohan papdi,0
uttar pradesh jalebi,adhirasam,0
uttar pradesh jalebi,goja,0
uttar pradesh jalebi,bebinca,0
uttar pradesh jalebi,chhena poda,0
uttar pradesh jalebi,kootu,0
meetha jalebi,jalebi,1
meetha jalebi,pongal,0
meetha jalebi,chhena jalebi,0
meetha jalebi,double ka meetha,0
meetha jalebi,modak,0
meetha jalebi,singori,0
meetha jalebi,kakinada khaja,0
meetha jalebi,currivepillai sadam,0
jalebi dessert,jalebi,1
jalebi dessert,rasgulla,0
jalebi dessert,shankarpali,0
jalebi dessert,halvasan,0
jalebi dessert,sheera,0
jalebi dessert,shufta,0
jalebi dessert,chhena jalebi,0
jalebi dessert,goja,0
sweet kaju katli,kaju katli,1
sweet kaju katli,ledikeni,0
sweet kaju katli,shankarpali,0
sweet kaju katli,kheer sagar,0
sweet kaju katli,lyangcha,0
sweet kaju katli,kalakand,0
sweet kaju katli,palathalikalu,0
sweet kaju katli,goja,0
kaju katli,kaju katli,1
kaju katli,cham cham,0
kaju katli,payasam,0
kaju katli,halvasan,0
kaju katli,gud papdi,0
kaju katli,chak hao kheer,0
kaju katli,phirni,0
kaju katli,sattu ki roti,0
cashews kaju katli,kaju katli,1
cashews kaju katli,chak hao kheer,0
cashews kaju katli,gavvalu,0
cashews kaju katli,petha,0
cashews kaju katli,kulfi falooda,0
cashews kaju katli,palathalikalu,0
cashews kaju katli,anarsa,0
cashews kaju katli,rasabali,0
kaju katli dessert,kaju katli,1
kaju katli dessert,hando guri,0
kaju katli dessert,payasam,0
kaju katli dessert,ariselu,0
kaju katli dessert,shahi tukra,0
kaju katli dessert,jalebi,0
kaju katli dessert,mushroom do pyaza,0
kaju katli dessert,daal puri,0
meetha kaju katli,kaju katli,1
meetha kaju katli,shankarpali,0
meetha kaju katli,anarsa,0
meetha kaju katli,sutar feni,0
meetha kaju katli,unni appam,0
meetha kaju katli,adhirasam,0
meetha kaju katli,koshimbir,0
meetha kaju katli,kombdi vade,0
kalakand,kalakand,1
kalakand,mysore pak,0
kalakand,payokh,0
kalakand,rasgulla,0
kalakand,cheera doi,0
kalakand,kulfi falooda,0
kalakand,chicken tikka,0
kalakand,pakhala,0
sweet kalakand,kalakand,1
sweet kalakand,chak hao kheer,0
sweet kalakand,kuzhi paniyaram,0
sweet kalakand,sohan papdi,0
sweet kalakand,modak,0
sweet kalakand,dharwad pedha,0
sweet kalakand,til pitha,0
sweet kalakand,butter chicken,0
kalakand dessert,kalakand,1
kalakand dessert,goja,0
kalakand dessert,poornalu,0
kalakand dessert,shankarpali,0
kalakand dessert,sandesh,0
kalakand dessert,palathalikalu,0
kalakand dessert,shukto,0
kalakand dessert,dharwad pedha,0
milk kalakand,kalakand,1
milk kalakand,kulfi falooda,0
milk kalakand,ras malai,0
milk kalakand,ledikeni,0
milk kalakand,bandar laddu,0
milk kalakand,sutar feni,0
milk kalakand,red rice,0
milk kalakand,pani puri,0
west bengal kalakand,kalakand,1
west bengal kalakand,lyangcha,0
west bengal kalakand,petha,0
west bengal kalakand,shrikhand,0
west bengal kalakand,mohanthal,0
west bengal kalakand,churma ladoo,0
west bengal kalakand,chole bhature,0
west bengal kalakand,bandar laddu,0
meetha kalakand,kalakand,1
meetha kalakand,til pitha,0
meetha kalakand,rasgulla,0
meetha kalakand,laddu,0
meetha kalakand,shrikhand,0
meetha kalakand,unni appam,0
meetha kalakand,mishti chholar dal,0
meetha kalakand,keerai kootu,0
milk kheer,kheer,1
milk kheer,payokh,0
milk kheer,chikki,0
milk kheer,cheera doi,0
milk kheer,panjeeri,0
milk kheer,imarti,0
milk kheer,pav bhaji,0
milk kheer,sabudana khichadi,0
sweet kheer,kheer,1
sweet kheer,cham cham,0
sweet kheer,kajjikaya,0
sweet kheer,pantua,0
sweet kheer,palathalikalu,0
sweet kheer,malapua,0
sweet kheer,palathalikalu,0
sweet kheer,aloo shimla mirch,0
meetha kheer,kheer,1
meetha kheer,doodhpak,0
meetha kheer,ledikeni,0
meetha kheer,rasabali,0
meetha kheer,bandar laddu,0
meetha kheer,chhena poda,0
meetha kheer,chapati,0
meetha kheer,aloo methi,0
kheer,kheer,1
kheer,doodhpak,0
kheer,palathalikalu,0
kheer,gavvalu,0
kheer,pongal,0
kheer,sohan papdi,0
kheer,imarti,0
kheer,sambar,0
kheer dessert,kheer,1
kheer dessert,kuzhi paniyaram,0
kheer dessert,kulfi falooda,0
kheer dessert,singori,0
kheer dessert,gheela pitha,0
kheer dessert,rasgulla,0
kheer dessert,chole bhature,0
kheer dessert,bhatura,0
meetha laddu,laddu,1
meetha laddu,chhena jalebi,0
meetha laddu,pantua,0
meetha laddu,lassi,0
meetha laddu,phirni,0
meetha laddu,bandar laddu,0
meetha laddu,payokh,0
meetha laddu,brown rice,0
gram flour laddu,laddu,1
gram flour laddu,ledikeni,0
gram flour laddu,kakinada khaja,0
gram flour laddu,poornalu,0
gram flour laddu,gulab jamun,0
gram flour laddu,dharwad pedha,0
gram flour laddu,daal baati churma,0
gram flour laddu,koldil chicken,0
sweet laddu,laddu,1
sweet laddu,shufta,0
sweet laddu,gud papdi,0
sweet laddu,rasabali,0
sweet laddu,basundi,0
sweet laddu,kalakand,0
sweet laddu,amti,0
sweet laddu,vada,0
laddu,laddu,1
laddu,kajjikaya,0
laddu,qubani ka meetha,0
laddu,dudhi halwa,0
laddu,phirni,0
laddu,ariselu,0
laddu,chana masala,0
laddu,doodhpak,0
laddu dessert,laddu,1
laddu dessert,sandesh,0
laddu dessert,kakinada khaja,0
laddu dessert,panjeeri,0
laddu dessert,cheera doi,0
laddu dessert,chhena jalebi,0
laddu dessert,dahi vada,0
laddu dessert,kombdi vade,0
lassi dessert,lassi,1
lassi dessert,pinaca,0
lassi dessert,basundi,0
lassi dessert,ras malai,0
lassi dessert,ledikeni,0
lassi dessert,anarsa,0
lassi dessert,rasabali,0
lassi dessert,rajma chaval,0
meetha lassi,lassi,1
meetha lassi,hando guri,0
meetha lassi,churma ladoo,0
meetha lassi,sukhdi,0
meetha lassi,singori,0
meetha lassi,payokh,0
meetha lassi,sev khamani,0
meetha lassi,chicken varuval,0
punjab lassi,lassi,1
punjab lassi,balu shahi,0
punjab lassi,kajjikaya,0
punjab lassi,shufta,0
punjab lassi,kheer,0
punjab lassi,cham cham,0
punjab lassi,dhokla,0
punjab lassi,bilahi maas,0
sweet lassi,lassi,1
sweet lassi,chikki,0
sweet lassi,kulfi falooda,0
sweet lassi,hando guri,0
sweet lassi,singori,0
sweet lassi,bebinca,0
sweet lassi,aloo tikki,0
sweet lassi,kakinada khaja,0
yogurt lassi,lassi,1
yogurt lassi,singori,0
yogurt lassi,kakinada khaja,0
yogurt lassi,kalakand,0
yogurt lassi,mysore pak,0
yogurt lassi,shankarpali,0
yogurt lassi,dahi vada,0
yogurt lassi,kalakand,0
lassi,lassi,1
lassi,balu shahi,0
lassi,kakinada khaja,0
lassi,kajjikaya,0
lassi,shankarpali,0
lassi,sutar feni,0
lassi,amti,0
lassi,galho,0
nankhatai,nankhatai,1
nankhatai,bandar laddu,0
nankhatai,sukhdi,0
nankhatai,lassi,0
nankhatai,kalakand,0
nankhatai,churma ladoo,0
nankhatai,modak,0
nankhatai,panjeeri,0
refined flour nankhatai,nankhatai,1
refined flour nankhatai,anarsa,0
refined flour nankhatai,ras malai,0
refined flour nankhatai,kheer sagar,0
refined flour nankhatai,shrikhand,0
refined flour nankhatai,poornalu,0
refined flour nankhatai,pootharekulu,0
refined flour nankhatai,obbattu holige,0
nankhatai dessert,nankhatai,1
nankhatai dessert,lyangcha,0
nankhatai dessert,phirni,0
nankhatai dessert,unni appam,0
nankhatai dessert,mysore pak,0
nankhatai dessert,kuzhi paniyaram,0
nankhatai dessert,sheer korma,0
nankhatai dessert,pantua,0
sweet nankhatai,nankhatai,1
sweet nankhatai,chikki,0
sweet nankhatai,payokh,0
sweet nankhatai,ariselu,0
sweet nankhatai,chhena poda,0
sweet nankhatai,chak hao kheer,0
sweet nankhatai,mawa bati,0
sweet nankhatai,mag dhokli,0
meetha nankhatai,nankhatai,1
meetha nankhatai,kuzhi paniyaram,0
meetha nankhatai,mihidana,0
meetha nankhatai,sukhdi,0
meetha nankhatai,boondi,0
meetha nankhatai,palathalikalu,0
meetha nankhatai,jalebi,0
meetha nankhatai,tandoori fish tikka,0
petha dessert,petha,1
petha dessert,bebinca,0
petha dessert,mawa bati,0
petha dessert,pongal,0
petha dessert,basundi,0
petha dessert,balu shahi,0
petha dessert,panjeeri,0
petha dessert,mushroom do pyaza,0
sweet petha,petha,1
sweet petha,sheera,0
sweet petha,imarti,0
sweet petha,kheer,0
sweet petha,til pitha,0
sweet petha,anarsa,0
sweet petha,pachadi,0
sweet petha,rasabali,0
meetha petha,petha,1
meetha petha,kaju katli,0
meetha petha,pantua,0
meetha petha,qubani ka meetha,0
meetha petha,sukhdi,0
meetha petha,chhena kheeri,0
meetha petha,bilahi maas,0
meetha petha,dum aloo,0
firm white pumpkin petha,petha,1
firm white pumpkin petha,chhena kheeri,0
firm white pumpkin petha,lyangcha,0
firm white pumpkin petha,pootharekulu,0
firm white pumpkin petha,kaju katli,0
firm white pumpkin petha,palathalikalu,0
firm white pumpkin petha,navrattan korma,0
firm white pumpkin petha,chole bhature,0
petha,petha,1
petha,mohanthal,0
petha,halvasan,0
petha,churma ladoo,0
petha,kajjikaya,0
petha,singori,0
petha,kumol sawul,0
petha,kothamali sadam,0
uttar pradesh petha,petha,1
uttar pradesh petha,payokh,0
uttar pradesh petha,sutar feni,0
uttar pradesh petha,shufta,0
uttar pradesh petha,halvasan,0
uttar pradesh petha,pootharekulu,0
uttar pradesh petha,khakhra,0
uttar pradesh petha,bebinca,0
phirni,phirni,1
phirni,doodhpak,0
phirni,petha,0
phirni,mihidana,0
phirni,ghevar,0
phirni,sukhdi,0
phirni,poriyal,0
phirni,uttapam,0
odisha phirni,phirni,1
odisha phirni,mohanthal,0
odisha phirni,palathalikalu,0
odisha phirni,lyangcha,0
odisha phirni,churma ladoo,0
odisha phirni,qubani ka meetha,0
odisha phirni,currivepillai sadam,0
odisha phirni,muthiya,0
rice phirni,phirni,1
rice phirni,dhondas,0
rice phirni,petha,0
rice phirni,sohan halwa,0
rice phirni,sukhdi,0
rice phirni,halvasan,0
rice phirni,pesarattu,0
rice phirni,daal puri,0
meetha phirni,phirni,1
meetha phirni,chhena poda,0
meetha phirni,qubani ka meetha,0
meetha phirni,sandesh,0
meetha phirni,dharwad pedha,0
meetha phirni,churma ladoo,0
meetha phirni,konir dom,0
meetha phirni,zunka,0
phirni dessert,phirni,1
phirni dessert,mohanthal,0
phirni dessert,sheera,0
phirni dessert,palathalikalu,0
phirni dessert,cham cham,0
phirni dessert,kalakand,0
phirni dessert,rajma chaval,0
phirni dessert,keerai kootu,0
sweet phirni,phirni,1
sweet phirni,sohan papdi,0
sweet phirni,sutar feni,0
sweet phirni,qubani ka meetha,0
sweet phirni,mihidana,0
sweet phirni,modak,0
sweet phirni,dahi vada,0
sweet phirni,palathalikalu,0
uttar pradesh rabri,rabri,1
uttar pradesh rabri,adhirasam,0
uttar pradesh rabri,balu shahi,0
uttar pradesh rabri,halvasan,0
uttar pradesh rabri,gajar ka halwa,0
uttar pradesh rabri,gheela pitha,0
uttar pradesh rabri,puli sadam,0
uttar pradesh rabri,aloo shimla mirch,0
meetha rabri,rabri,1
meetha rabri,lyangcha,0
meetha rabri,balu shahi,0
meetha rabri,sheer korma,0
meetha rabri,jalebi,0
meetha rabri,nankhatai,0
meetha rabri,pesarattu,0
meetha rabri,chole bhature,0
rabri dessert,rabri,1
rabri dessert,til pitha,0
rabri dessert,chhena kheeri,0
rabri dessert,rasabali,0
rabri dessert,mahim halwa,0
rabri dessert,chhena poda,0
rabri dessert,bilahi maas,0
rabri dessert,maach jhol,0
condensed milk rabri,rabri,1
condensed milk rabri,gajar ka halwa,0
condensed milk rabri,gavvalu,0
condensed milk rabri,sohan halwa,0
condensed milk rabri,goja,0
condensed milk rabri,dudhi halwa,0
condensed milk rabri,pork bharta,0
condensed milk rabri,koshambri,0
sweet rabri,rabri,1
sweet rabri,chikki,0
sweet rabri,cheera doi,0
sweet rabri,dhondas,0
sweet rabri,bebinca,0
sweet rabri,chhena poda,0
sweet rabri,churma ladoo,0
sweet rabri,kajjikaya,0
rabri,rabri,1
rabri,misti doi,0
rabri,chak hao kheer,0
rabri,shahi tukra,0
rabri,phirni,0
rabri,qubani ka meetha,0
rabri,khakhra,0
rabri,currivepillai sadam,0
maharashtra sheera,sheera,1
maharashtra sheera,laddu,0
maharashtra sheera,ledikeni,0
maharashtra sheera,poornalu,0
maharashtra sheera,modak,0
maharashtra sheera,doodhpak,0
maharashtra sheera,kolim jawla,0
maharashtra sheera,misti doi,0
sweet sheera,sheera,1
sweet sheera,mihidana,0
sweet sheera,ariselu,0
sweet sheera,poornalu,0
sweet sheera,kajjikaya,0
sweet sheera,halvasan,0
sweet sheera,fara,0
sweet sheera,dhondas,0
sheera dessert,sheera,1
sheera dessert,lyangcha,0
sheera dessert,gajar ka halwa,0
sheera dessert,pinaca,0
sheera dessert,mihidana,0
sheera dessert,rasgulla,0
sheera dessert,ariselu,0
sheera dessert,pork bharta,0
sheera,sheera,1
sheera,lyangcha,0
sheera,halvasan,0
sheera,jalebi,0
sheera,gajar ka halwa,0
sheera,ghevar,0
sheera,karela bharta,0
sheera,kajjikaya,0
meetha sheera,sheera,1
meetha sheera,kalakand,0
meetha sheera,ariselu,0
meetha sheera,sohan papdi,0
meetha sheera,singori,0
meetha sheera,sheer korma,0
meetha sheera,thayir sadam,0
meetha sheera,bebinca,0
semolina sheera,sheera,1
semolina sheera,gheela pitha,0
semolina sheera,coconut vadi,0
semolina sheera,panjeeri,0
semolina sheera,kheer,0
semolina sheera,kaju katli,0
semolina sheera,chicken tikka,0
semolina sheera,gud papdi,0
meetha singori,singori,1
meetha singori,phirni,0
meetha singori,coconut vadi,0
meetha singori,goja,0
meetha singori,rasgulla,0
meetha singori,gajar ka halwa,0
meetha singori,chicken razala,0
meetha singori,koshimbir,0
sweet singori,singori,1
sweet singori,cham cham,0
sweet singori,jalebi,0
sweet singori,kajjikaya,0
sweet singori,pantua,0
sweet singori,mohanthal,0
sweet singori,copra paak,0
sweet singori,palak paneer,0
singori,singori,1
singori,sohan papdi,0
singori,imarti,0
singori,mohanthal,0
singori,goja,0
singori,anarsa,0
singori,makki di roti sarson da saag,0
singori,chhena poda,0
singori dessert,singori,1
singori dessert,pithe,0
singori dessert,gajar ka halwa,0
singori dessert,bandar laddu,0
singori dessert,til pitha,0
singori dessert,mysore pak,0
singori dessert,chicken razala,0
singori dessert,vegetable jalfrezi,0
khoa singori,singori,1
khoa singori,pithe,0
khoa singori,payokh,0
khoa singori,kalakand,0
khoa singori,mawa bati,0
khoa singori,basundi,0
khoa singori,gajar ka halwa,0
khoa singori,sandesh,0
uttarakhand singori,singori,1
uttarakhand singori,bandar laddu,0
uttarakhand singori,imarti,0
uttarakhand singori,sandesh,0
uttarakhand singori,malapua,0
uttarakhand singori,sohan papdi,0
uttarakhand singori,panjeeri,0
uttarakhand singori,fara,0
sohan halwa,sohan halwa,1
sohan halwa,ledikeni,0
sohan halwa,gud papdi,0
sohan halwa,dharwad pedha,0
sohan halwa,sukhdi,0
sohan halwa,gheela pitha,0
sohan halwa,vada,0
sohan halwa,kombdi vade,0
meetha sohan halwa,sohan halwa,1
meetha sohan halwa,rasgulla,0
meetha sohan halwa,bebinca,0
meetha sohan halwa,pongal,0
meetha sohan halwa,gajar ka halwa,0
meetha sohan halwa,palathalikalu,0
meetha sohan halwa,rasam,0
meetha sohan halwa,mysore pak,0
uttar pradesh sohan halwa,sohan halwa,1
uttar pradesh sohan halwa,gavvalu,0
uttar pradesh sohan halwa,shrikhand,0
uttar pradesh sohan halwa,kulfi falooda,0
uttar pradesh sohan halwa,singori,0
uttar pradesh sohan halwa,chak hao kheer,0
uttar pradesh sohan halwa,vindaloo,0
uttar pradesh sohan halwa,daal puri,0
sweet sohan halwa,sohan halwa,1
sweet sohan halwa,gud papdi,0
sweet sohan halwa,hando guri,0
sweet sohan halwa,shrikhand,0
sweet sohan halwa,pithe,0
sweet sohan halwa,shankarpali,0
sweet sohan halwa,bombil fry,0
sweet sohan halwa,singori,0
sohan halwa dessert,sohan halwa,1
sohan halwa dessert,hando guri,0
sohan halwa dessert,basundi,0
sohan halwa dessert,unni appam,0
sohan halwa dessert,til pitha,0
sohan halwa dessert,payasam,0
sohan halwa dessert,idiappam,0
sohan halwa dessert,paravannam,0
corn flour sohan halwa,sohan halwa,1
corn flour sohan halwa,cheera doi,0
corn flour sohan halwa,rabri,0
corn flour sohan halwa,ras malai,0
corn flour sohan halwa,payasam,0
corn flour sohan halwa,sutar feni,0
corn flour sohan halwa,double ka meetha,0
corn flour sohan halwa,pootharekulu,0
sweet sohan papdi,sohan papdi,1
sweet sohan papdi,mihidana,0
sweet sohan papdi,mawa bati,0
sweet sohan papdi,sheer korma,0
sweet sohan papdi,hando guri,0
sweet sohan papdi,ledikeni,0
sweet sohan papdi,pakhala,0
sweet sohan papdi,papad,0
sohan papdi,sohan papdi,1
sohan papdi,churma ladoo,0
sohan papdi,ledikeni,0
sohan papdi,rasgulla,0
sohan papdi,bebinca,0
sohan papdi,rasabali,0
sohan papdi,mishti chholar dal,0
sohan papdi,sabudana khichadi,0
maharashtra sohan papdi,sohan papdi,1
maharashtra sohan papdi,gajar ka halwa,0
maharashtra sohan papdi,pootharekulu,0
maharashtra sohan papdi,phirni,0
