query,dish_name,label
lassi,kheer sagar,0
lassi,kulfi falooda,0
lassi,petha,0
lassi,double ka meetha,0
lassi,palak paneer,0
lassi,rasgulla,0
lassi,maach jhol,0
nankhatai,nankhatai,1
nankhatai,kaju katli,0
nankhatai,doodhpak,0
nankhatai,kheer sagar,0
nankhatai,chhena kheeri,0
nankhatai,upma,0
nankhatai,pootharekulu,0
nankhatai,kos kootu,0
refined flour nankhatai,nankhatai,1
refined flour nankhatai,gheela pitha,0
refined flour nankhatai,misti doi,0
refined flour nankhatai,modak,0
refined flour nankhatai,ghevar,0
refined flour nankhatai,mishti chholar dal,0
refined flour nankhatai,rabri,0
refined flour nankhatai,chicken tikka,0
nankhatai dessert,nankhatai,1
nankhatai dessert,chhena kheeri,0
nankhatai dessert,sohan papdi,0
nankhatai dessert,dhondas,0
nankhatai dessert,doodhpak,0
nankhatai dessert,obbattu holige,0
nankhatai dessert,anarsa,0
nankhatai dessert,balu shahi,0
sweet nankhatai,nankhatai,1
sweet nankhatai,brown rice,0
sweet nankhatai,sukhdi,0
sweet nankhatai,gajar ka halwa,0
sweet nankhatai,samosa,0
sweet nankhatai,rasabali,0
sweet nankhatai,singori,0
sweet nankhatai,pinaca,0
meetha nankhatai,nankhatai,1
meetha nankhatai,petha,0
meetha nankhatai,gud papdi,0
meetha nankhatai,lyangcha,0
meetha nankhatai,shufta,0
meetha nankhatai,ras malai,0
meetha nankhatai,misti doi,0
meetha nankhatai,imarti,0
petha dessert,petha,1
petha dessert,kalakand,0
petha dessert,sheera,0
petha dessert,shrikhand,0
petha dessert,ariselu,0
petha dessert,litti chokha,0
petha dessert,mushroom do pyaza,0
petha dessert,sohan halwa,0
sweet petha,petha,1
sweet petha,paneer tikka masala,0
sweet petha,gud papdi,0
sweet petha,shrikhand,0
sweet petha,tandoori chicken,0
sweet petha,ghevar,0
sweet petha,ariselu,0
sweet petha,beef fry,0
meetha petha,petha,1
meetha petha,mushroom matar,0
meetha petha,chicken tikka masala,0
meetha petha,aloo gobi,0
meetha petha,chhena kheeri,0
meetha petha,poornalu,0
meetha petha,sandesh,0
meetha petha,lauki ki subji,0
firm white pumpkin petha,petha,1
firm white pumpkin petha,bhatura,0
firm white pumpkin petha,payokh,0
firm white pumpkin petha,ledikeni,0
firm white pumpkin petha,chhena poda,0
firm white pumpkin petha,bebinca,0
firm white pumpkin petha,aloo methi,0
firm white pumpkin petha,khar,0
petha,petha,1
petha,pantua,0
petha,palathalikalu,0
petha,kaju katli,0
petha,kuzhi paniyaram,0
petha,ras malai,0
petha,aloo shimla mirch,0
petha,misti doi,0
uttar pradesh petha,petha,1
uttar pradesh petha,sheera,0
uttar pradesh petha,bhatura,0
uttar pradesh petha,ras malai,0
uttar pradesh petha,kofta,0
uttar pradesh petha,karela bharta,0
uttar pradesh petha,rabri,0
uttar pradesh petha,singori,0
phirni,phirni,1
phirni,shufta,0
phirni,kheer,0
phirni,chhena kheeri,0
phirni,ghevar,0
phirni,qubani ka meetha,0
phirni,palathalikalu,0
phirni,red rice,0
odisha phirni,phirni,1
odisha phirni,shrikhand,0
odisha phirni,pithe,0
odisha phirni,cham cham,0
odisha phirni,pootharekulu,0
odisha phirni,goja,0
odisha phirni,chikki,0
odisha phirni,kabiraji,0
rice phirni,phirni,1
rice phirni,chhena poda,0
rice phirni,lassi,0
rice phirni,mihidana,0
rice phirni,pongal,0
rice phirni,ariselu,0
rice phirni,chingri malai curry,0
rice phirni,lauki ki subji,0
meetha phirni,phirni,1
meetha phirni,laddu,0
meetha phirni,kakinada khaja,0
meetha phirni,chak hao kheer,0
meetha phirni,misti doi,0
meetha phirni,dharwad pedha,0
meetha phirni,shufta,0
meetha phirni,bombil fry,0
phirni dessert,phirni,1
phirni dessert,mahim halwa,0
phirni dessert,dhondas,0
phirni dessert,cheera doi,0
phirni dessert,sukhdi,0
phirni dessert,shufta,0
phirni dessert,gheela pitha,0
phirni dessert,shankarpali,0
sweet phirni,phirni,1
sweet phirni,chingri malai curry,0
sweet phirni,mishti chholar dal,0
sweet phirni,shukto,0
sweet phirni,chingri bhape,0
sweet phirni,gavvalu,0
sweet phirni,kheer sagar,0
sweet phirni,paratha,0
uttar pradesh rabri,rabri,1
uttar pradesh rabri,chole bhature,0
uttar pradesh rabri,nankhatai,0
uttar pradesh rabri,kadhi pakoda,0
uttar pradesh rabri,shrikhand,0
uttar pradesh rabri,payokh,0
uttar pradesh rabri,tandoori fish tikka,0
uttar pradesh rabri,sambar,0
meetha rabri,rabri,1
meetha rabri,chicken tikka,0
meetha rabri,kuzhi paniyaram,0
meetha rabri,kulfi falooda,0
meetha rabri,sheera,0
meetha rabri,kalakand,0
meetha rabri,makki di roti sarson da saag,0
meetha rabri,naan,0
rabri dessert,rabri,1
rabri dessert,chikki,0
rabri dessert,palak paneer,0
rabri dessert,palathalikalu,0
rabri dessert,chak hao kheer,0
rabri dessert,singori,0
rabri dessert,hando guri,0
rabri dessert,patra,0
condensed milk rabri,rabri,1
condensed milk rabri,shufta,0
condensed milk rabri,laddu,0
condensed milk rabri,pootharekulu,0
condensed milk rabri,gheela pitha,0
condensed milk rabri,panjeeri,0
condensed milk rabri,mahim halwa,0
condensed milk rabri,boondi,0
sweet rabri,rabri,1
sweet rabri,bandar laddu,0
sweet rabri,mushroom matar,0
sweet rabri,chhena kheeri,0
sweet rabri,dum aloo,0
sweet rabri,bebinca,0
sweet rabri,aloo shimla mirch,0
sweet rabri,methi na gota,0
rabri,rabri,1
rabri,sandesh,0
rabri,sheer korma,0
rabri,kadhi pakoda,0
rabri,phirni,0
rabri,mohanthal,0
rabri,tandoori fish tikka,0
rabri,kajjikaya,0
maharashtra sheera,sheera,1
maharashtra sheera,rasgulla,0
maharashtra sheera,pongal,0
maharashtra sheera,misti doi,0
maharashtra sheera,kheer,0
maharashtra sheera,jeera aloo,0
maharashtra sheera,dharwad pedha,0
maharashtra sheera,halvasan,0
sweet sheera,sheera,1
sweet sheera,chorafali,0
sweet sheera,chhena kheeri,0
sweet sheera,lassi,0
sweet sheera,panjeeri,0
sweet sheera,kheer sagar,0
sweet sheera,gajar ka halwa,0
sweet sheera,kalakand,0
sheera dessert,sheera,1
sheera dessert,zunka,0
sheera dessert,pithe,0
sheera dessert,sheer korma,0
sheera dessert,jalebi,0
sheera dessert,dhondas,0
sheera dessert,khandvi,0
sheera dessert,koldil chicken,0
sheera,sheera,1
sheera,ariselu,0
sheera,dudhi halwa,0
sheera,chorafali,0
sheera,obbattu holige,0
sheera,dhondas,0
sheera,malapua,0
sheera,kheer,0
meetha sheera,sheera,1
meetha sheera,cham cham,0
meetha sheera,koshimbir,0
meetha sheera,anarsa,0
meetha sheera,handwo,0
meetha sheera,dhondas,0
meetha sheera,dharwad pedha,0
meetha sheera,biryani,0
semolina sheera,sheera,1
semolina sheera,rabri,0
semolina sheera,zunka,0
semolina sheera,surnoli,0
semolina sheera,kheer sagar,0
semolina sheera,unni appam,0
semolina sheera,lyangcha,0
semolina sheera,chole bhature,0
meetha singori,singori,1
meetha singori,kajjikaya,0
meetha singori,basundi,0
meetha singori,modak,0
meetha singori,petha,0
meetha singori,pongal,0
meetha singori,unni appam,0
meetha singori,masor tenga,0
sweet singori,singori,1
sweet singori,palak paneer,0
sweet singori,petha,0
sweet singori,panjeeri,0
sweet singori,chole bhature,0
sweet singori,chikki,0
sweet singori,dum aloo,0
sweet singori,nankhatai,0
singori,singori,1
singori,coconut vadi,0
singori,kachori,0
singori,nankhatai,0
singori,pithe,0
singori,aloo methi,0
singori,gud papdi,0
singori,chikki,0
singori dessert,singori,1
singori dessert,sohan papdi,0
singori dessert,doodhpak,0
singori dessert,kachori,0
singori dessert,rasgulla,0
singori dessert,mushroom matar,0
singori dessert,palak paneer,0
singori dessert,chhena jalebi,0
khoa singori,singori,1
khoa singori,dhondas,0
khoa singori,kheer,0
khoa singori,rasabali,0
khoa singori,mawa bati,0
khoa singori,navrattan korma,0
khoa singori,malapua,0
khoa singori,koldil chicken,0
uttarakhand singori,singori,1
uttarakhand singori,chak hao kheer,0
uttarakhand singori,mushroom do pyaza,0
uttarakhand singori,rabri,0
uttarakhand singori,dum aloo,0
uttarakhand singori,chhena poda,0
uttarakhand singori,sattu ki roti,0
uttarakhand singori,cheera doi,0
sohan halwa,sohan halwa,1
sohan halwa,rasgulla,0
sohan halwa,vegetable jalfrezi,0
sohan halwa,paneer butter masala,0
sohan halwa,ledikeni,0
sohan halwa,ariselu,0
sohan halwa,sheera,0
sohan halwa,khichu,0
meetha sohan halwa,sohan halwa,1
meetha sohan halwa,malapua,0
meetha sohan halwa,dudhi halwa,0
meetha sohan halwa,dharwad pedha,0
meetha sohan halwa,bhindi masala,0
meetha sohan halwa,dum aloo,0
meetha sohan halwa,mysore pak,0
meetha sohan halwa,kaju katli,0
uttar pradesh sohan halwa,sohan halwa,1
uttar pradesh sohan halwa,rasgulla,0
uttar pradesh sohan halwa,kakinada khaja,0
uttar pradesh sohan halwa,payokh,0
uttar pradesh sohan halwa,shahi paneer,0
uttar pradesh sohan halwa,jalebi,0
uttar pradesh sohan halwa,ras malai,0
uttar pradesh sohan halwa,churma ladoo,0
sweet sohan halwa,sohan halwa,1
sweet sohan halwa,ledikeni,0
sweet sohan halwa,kalakand,0
sweet sohan halwa,mushroom matar,0
sweet sohan halwa,navrattan korma,0
sweet sohan halwa,kadhi pakoda,0
sweet sohan halwa,palathalikalu,0
sweet sohan halwa,chicken tikka,0
sohan halwa dessert,sohan halwa,1
sohan halwa dessert,navrattan korma,0
sohan halwa dessert,chicken tikka masala,0
sohan halwa dessert,pindi chana,0
sohan halwa dessert,rabri,0
sohan halwa dessert,nankhatai,0
sohan halwa dessert,paratha,0
sohan halwa dessert,adhirasam,0
corn flour sohan halwa,sohan halwa,1
corn flour sohan halwa,dhondas,0
corn flour sohan halwa,chhena poda,0
corn flour sohan halwa,kajjikaya,0
corn flour sohan halwa,hando guri,0
corn flour sohan halwa,jalebi,0
corn flour sohan halwa,shankarpali,0
corn flour sohan halwa,nankhatai,0
sweet sohan papdi,sohan papdi,1
sweet sohan papdi,dharwad pedha,0
sweet sohan papdi,kulfi falooda,0
sweet sohan papdi,phirni,0
sweet sohan papdi,koshimbir,0
sweet sohan papdi,chikki,0
sweet sohan papdi,petha,0
sweet sohan papdi,kutchi dabeli,0
sohan papdi,sohan papdi,1
sohan papdi,rasgulla,0
sohan papdi,goja,0
sohan papdi,kalakand,0
sohan papdi,mysore pak,0
sohan papdi,gud papdi,0
sohan papdi,kaju katli,0
sohan papdi,sukhdi,0
maharashtra sohan papdi,sohan papdi,1
maharashtra sohan papdi,hando guri,0
